"cliente.idcliente","cliente.nombrecliente","cliente.direccion","cliente.estado","cliente.nacimiento","ctacliente.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"8343","SIMEÓN MARTÍNEZ RODRÍGUEZ","BRAVO MZNA 190","QUINTANA ROO","Wed Feb 23 1977 00:00:00 GMT-0600 (hora estándar central)","C-10842","64","58192.4","Fri Oct 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"8344","SANTIAGO VICENTE DOMÍNGUEZ","AV. UNIVERSIDAD NUM. 435","CHIAPAS","Mon Feb 11 1957 00:00:00 GMT-0600 (hora estándar central)","C-08343","126","72647.96","Thu Feb 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"8345","BENITO IBÁÑEZ SOTO","AVENIDA SAUCES NO. 464","CAMPECHE","Fri Nov 03 1967 00:00:00 GMT-0600 (hora estándar central)","C-08344","165","135984.35","Mon Oct 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"8352","FELICIANO TORRES BRAVO","LEONARDO DA VINCI MANZANA 172","CAMPECHE","Mon Jan 08 1968 00:00:00 GMT-0600 (hora estándar central)","C-08351","74","31331.93","Thu Apr 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"8355","IFIGENIA IBÁÑEZ CANO","REFORMA OBRERA MZNA 60","MICHOACÁN","Wed Mar 07 1956 00:00:00 GMT-0600 (hora estándar central)","C-10854","52","120611.54","Sat Dec 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"8362","MATÍAS CANO ROMÁN","SN.MARCOS Y LAS AMERICAS MANZANA 709","TLAXCALA","Tue Mar 04 1980 00:00:00 GMT-0600 (hora estándar central)","C-08361","66","33026.91","Sun Jul 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"8363","HONORATO VEGA HERNÁNDEZ","BOCA DEL RIO MZNA 432","HIDALGO","Wed Jan 05 1972 00:00:00 GMT-0600 (hora estándar central)","C-08362","146","122322.36","Tue Aug 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"8373","CELINA GONZÁLEZ CAMBIL","INDUSTRIA MANUFACTURERA NO. 437","YUCATÁN","Fri Feb 23 1968 00:00:00 GMT-0600 (hora estándar central)","C-08372","169","83056.53","Mon Nov 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"8374","LEONCIO MONTORO CANO","AV. DEL TALLER NUM. 11","QUERÉTARO","Mon Jun 24 1963 00:00:00 GMT-0600 (hora de verano central)","C-10873","52","48792.8","Fri Nov 30 2012 00:00:00 GMT-0600 (hora estándar central)"
"8388","JUANA PEÑA NIETO","CEDROS NO. 678","TABASCO","Sat Aug 03 1957 00:00:00 GMT-0600 (hora de verano central)","C-10887","23","25854.65","Mon Feb 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"8394","INMACULADA MARÍN CARRASCO","PORTO ALEGRE NUM. 547","QUINTANA ROO","Mon Apr 15 1957 00:00:00 GMT-0600 (hora de verano central)","C-08393","37","83102.48","Mon Oct 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"8395","CLAUDIA PASTOR JIMÉNEZ","MIGUEL BARRAGAN NO. 14","QUERÉTARO","Sat Jun 20 1959 00:00:00 GMT-0600 (hora de verano central)","C-08394","126","141071.48","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"8400","JORDI CASTRO SOTO","SAGITARIO NO. 568","JALISCO","Fri Dec 25 1970 00:00:00 GMT-0600 (hora estándar central)","C-08399","101","48562.77","Wed Mar 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"8404","MARCIAL CRUZ GUERRERO","CERRO DE LAS PALOMAS MZNA 235","TABASCO","Sat Jan 21 1956 00:00:00 GMT-0600 (hora estándar central)","C-08403","25","96375.78","Tue Oct 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"8406","INÉS ROMERO ARIAS","CALZADA DE LA VIRGEN MZNA 517","AGUASCALIENTES","Sun Oct 26 1958 00:00:00 GMT-0600 (hora de verano central)","C-08405","20","21639.15","Mon Jul 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"8412","ANATOLIO ORTEGA PASTOR","SUR 67 NUM. 317","NAYARIT","Mon Sep 15 1975 00:00:00 GMT-0600 (hora estándar central)","C-08411","26","116987.54","Mon Aug 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"8413","ADRIÁN MÉNDEZ SÁEZ","AILE NUM. 115","YUCATÁN","Mon Jul 04 1977 00:00:00 GMT-0600 (hora estándar central)","C-08412","74","43909.08","Mon Dec 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"8414","CIRILO SANTIAGO MÉNDEZ","CORAS MZNA 393","YUCATÁN","Mon Mar 05 1984 00:00:00 GMT-0600 (hora estándar central)","C-08413","64","77041.75","Tue Apr 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"8414","CIRILO SANTIAGO MÉNDEZ","CORAS MZNA 393","YUCATÁN","Mon Mar 05 1984 00:00:00 GMT-0600 (hora estándar central)","C-10913","92","73415.67","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"8415","ABEL FERRER GUTIÉRREZ","20 DE NOVIEMBRE MZNA 498","SINALOA","Thu Aug 10 1961 00:00:00 GMT-0600 (hora de verano central)","C-08414","85","55264.87","Fri Jan 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"8417","FÁTIMA RODRÍGUEZ SUÁREZ","PRIVADA AZOYAPAN MZNA 387","OAXACA","Sat Jun 22 1985 00:00:00 GMT-0600 (hora estándar central)","C-08416","187","147470.87","Sun Jun 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"8417","FÁTIMA RODRÍGUEZ SUÁREZ","PRIVADA AZOYAPAN MZNA 387","OAXACA","Sat Jun 22 1985 00:00:00 GMT-0600 (hora estándar central)","C-10916","4","96124.45","Mon Nov 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"8421","CARLOS HERRERA IBÁÑEZ","GALEANA MZNA 156","JALISCO","Thu Jan 09 1964 00:00:00 GMT-0600 (hora estándar central)","C-08420","16","45736.74","Sun May 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"8425","FRANCISCO GIL CARRASCO","LAGO PATZCUARO NUM. 611","TLAXCALA","Mon Aug 24 1981 00:00:00 GMT-0600 (hora estándar central)","C-08424","73","57253.86","Tue Jul 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"8427","FÁTIMA RODRÍGUEZ REYES","DAVID R. SCOTT MZNA 442","COAHUILA","Fri Aug 19 1977 00:00:00 GMT-0600 (hora estándar central)","C-08426","153","50990.68","Mon Nov 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"8431","CIRILO BLANCO MORALES","EUFEMIO ARREDONDO NÚMERO 101","NAYARIT","Tue Aug 18 1964 00:00:00 GMT-0600 (hora de verano central)","C-08430","68","72915.17","Wed Apr 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"8432","MAR ARIAS SANZ","AV. COPILCO MZNA 176","PUEBLA","Mon Oct 22 1962 00:00:00 GMT-0600 (hora de verano central)","C-08431","153","99388.48","Fri May 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"8435","CRISTÓBAL SUÁREZ FUENTES","SANTA ANA MZNA 605","MORELOS","Wed Oct 22 1975 00:00:00 GMT-0600 (hora estándar central)","C-08434","73","104946.8","Thu Aug 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"8441","FEDERICO VELASCO VICENTE","1A. CALLE SUR MANZANA 405","NAYARIT","Mon Apr 20 1981 00:00:00 GMT-0600 (hora estándar central)","C-08440","85","81869.18","Sun Feb 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"8442","ANATOLIO RUBIO VIDAL","LAGUNA DE TERMINOS MANZANA 573","SONORA","Thu Dec 23 1976 00:00:00 GMT-0600 (hora estándar central)","C-08441","65","123022.12","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"8447","CRISTINA SANTANA TORRES","JOSEFA ORTIZ DE DOMINGUEZ MZNA 345","BAJA CALIFORNIA","Wed May 22 1957 00:00:00 GMT-0600 (hora de verano central)","C-08446","125","105295.31","Tue Nov 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"8447","CRISTINA SANTANA TORRES","JOSEFA ORTIZ DE DOMINGUEZ MZNA 345","BAJA CALIFORNIA","Wed May 22 1957 00:00:00 GMT-0600 (hora de verano central)","C-10946","126","62258.5","Thu Jan 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"8452","AURELIA CABRERA CALVO","CALZ. DESIERTO DE LOS LEONES MANZANA 292","CHIAPAS","Sat May 05 1990 00:00:00 GMT-0600 (hora estándar central)","C-08451","121","33327.69","Wed Apr 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"8453","MAURICIO GIL MORA","VILLA DE CUITLAHUAC MZNA 181","SINALOA","Sun Apr 24 1966 00:00:00 GMT-0600 (hora de verano central)","C-08452","121","127108.12","Tue Jan 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"8453","MAURICIO GIL MORA","VILLA DE CUITLAHUAC MZNA 181","SINALOA","Sun Apr 24 1966 00:00:00 GMT-0600 (hora de verano central)","C-10952","154","102158.68","Fri Sep 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"8458","SIRO CRESPO VEGA","20 DE NOVIEMBRE MANZANA 766","CHIHUAHUA","Sun Nov 22 1970 00:00:00 GMT-0600 (hora estándar central)","C-10957","85","35060.73","Mon Apr 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"8462","FRANCISCO SOTO CAMBIL","BULEVARD DE LA HACIENDA MZNA 153","SAN LUIS POTOSÍ","Wed May 18 1977 00:00:00 GMT-0600 (hora estándar central)","C-08461","148","31609.98","Thu Mar 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"8468","ISAÍAS RAMOS PEÑA","JAMES MONROE MZNA 428","CAMPECHE","Fri Apr 05 1963 00:00:00 GMT-0600 (hora estándar central)","C-08467","146","20658.58","Mon Dec 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"8470","CEFERINO AGUILAR GIMÉNEZ","3A. CERRADA DE SOLIDARIDAD NÚMERO 757","GUERRERO","Fri Dec 01 1961 00:00:00 GMT-0600 (hora estándar central)","C-08469","125","136197.91","Thu Jul 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"8470","CEFERINO AGUILAR GIMÉNEZ","3A. CERRADA DE SOLIDARIDAD NÚMERO 757","GUERRERO","Fri Dec 01 1961 00:00:00 GMT-0600 (hora estándar central)","C-10969","187","44818.42","Thu Dec 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"8471","HUGO PÉREZ SÁEZ","MIERES MANZANA 549","COAHUILA","Wed Jan 12 1966 00:00:00 GMT-0600 (hora estándar central)","C-08470","169","90488.98","Tue Sep 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"8481","EDUARDO MOYA NÚÑEZ","CDA QUINTANA ROO NUM. 718","YUCATÁN","Fri Sep 16 1966 00:00:00 GMT-0600 (hora de verano central)","C-08480","154","5181.26","Mon Oct 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"8495","AURELIO LÓPEZ DÍAZ","CEDROS NUM. 414","NUEVO LEÓN","Sat Dec 19 1981 00:00:00 GMT-0600 (hora estándar central)","C-08494","68","19332.81","Sat Dec 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"8496","GUILLERMO ESTEBAN DOMÍNGUEZ","LOMBARDOS NUM. 486","QUINTANA ROO","Thu Nov 11 1993 00:00:00 GMT-0600 (hora estándar central)","C-08495","92","30701.55","Sat Sep 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"8498","DACIANO MOLINA CANO","CALZADA BENITO JUAREZ NO. 121","GUERRERO","Sun Sep 15 1957 00:00:00 GMT-0600 (hora de verano central)","C-08497","126","22278.07","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"8508","CARMEN VARGAS SERRANO","AGUILAS MANZANA 448","YUCATÁN","Thu Jun 23 1960 00:00:00 GMT-0600 (hora de verano central)","C-08507","64","99811.6","Fri Oct 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"8513","OSCAR MORENO VEGA","EJIDO MAGDALENA PETLACALCO MZNA 89","MICHOACÁN","Tue Nov 05 1974 00:00:00 GMT-0600 (hora estándar central)","C-08512","4","58587.05","Fri Nov 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"8514","EDGAR ÁLVAREZ CRESPO","LABORISTAS NÚMERO 306","GUANAJUATO","Mon May 24 1993 00:00:00 GMT-0600 (hora estándar central)","C-08513","85","30936.06","Tue Feb 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"8519","RODRIGO RAMOS MÉNDEZ","CALZ. DESIERTO DE LOS LEONES NO. 2","COAHUILA","Sat Mar 17 1956 00:00:00 GMT-0600 (hora estándar central)","C-08518","85","51904.26","Tue Aug 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"8524","COLOMBO VELASCO GONZÁLEZ","MAR ROJO NUM. 253","ZACATECAS","Wed Feb 21 1973 00:00:00 GMT-0600 (hora estándar central)","C-08523","25","137499.98","Sat May 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"8531","MILAGROS PEÑA SERRANO","CALLE GRANADAS NO. 213","JALISCO","Thu Mar 14 1968 00:00:00 GMT-0600 (hora estándar central)","C-08530","68","38898.78","Sat Jan 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"8533","CIRILO MONTORO MEDINA","AV. TOLUCA NÚMERO 637","CDMX","Sun Aug 12 1984 00:00:00 GMT-0600 (hora estándar central)","C-08532","20","138808.09","Thu May 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"8534","FELIPE VÁZQUEZ GARCÍA","BRUSELAS NUM. 98","QUERÉTARO","Fri Nov 10 1995 00:00:00 GMT-0600 (hora estándar central)","C-08533","187","124460.2","Thu Aug 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"8537","BÁRBARA MÁRQUEZ SANTIAGO","HOMBRES ILUSTRES MZNA 316","COAHUILA","Mon Sep 28 1970 00:00:00 GMT-0600 (hora estándar central)","C-08536","37","31269.75","Wed Jan 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"8538","MIQUEAS SOLER GIMÉNEZ","FRANCISCO JAVIER MINA MANZANA 466","QUINTANA ROO","Thu Jun 16 1977 00:00:00 GMT-0600 (hora estándar central)","C-08537","154","50819.33","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"8539","RAFAEL GUERRERO SERRANO","AV. CASTILLO DE CHAPULTEPEC NUM. 57","NAYARIT","Thu Oct 03 1963 00:00:00 GMT-0600 (hora de verano central)","C-08538","92","130579.52","Sun Jul 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"8540","ANTONIO SOLER VEGA","LINO MERINO NÚMERO 642","PUEBLA","Fri Dec 10 1976 00:00:00 GMT-0600 (hora estándar central)","C-08539","64","144202.4","Fri Nov 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"8542","NURIA REYES LÓPEZ","HEMICICLO A JUAREZ MANZANA 70","DURANGO","Mon Nov 18 1991 00:00:00 GMT-0600 (hora estándar central)","C-08541","146","115015.34","Tue Oct 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"8543","RENATO DELGADO IBÁÑEZ","CDA. DE FRANCISCO CASTAÑEDA MZNA 72","TAMAULIPAS","Wed Aug 21 1991 00:00:00 GMT-0600 (hora estándar central)","C-08542","70","149985.92","Sat Jul 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"8553","GLORIA DÍAZ MÁRQUEZ","BOLIVAR MZNA 8","JALISCO","Wed May 18 1988 00:00:00 GMT-0600 (hora estándar central)","C-08552","141","126465.68","Mon Feb 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"8566","FACUNDO BENÍTEZ MORENO","CERRADA DE LA ROMERIA NUM. 132","ESTADO DE MÉXICO","Sat Apr 17 1954 00:00:00 GMT-0600 (hora de verano central)","C-08565","146","53727.9","Fri Jul 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"8573","GISELA ALONSO CAMBIL","ANDADOR ANTONIO RULLAN FERRER MZNA 553","ZACATECAS","Sun May 16 1971 00:00:00 GMT-0600 (hora estándar central)","C-08572","37","124888.38","Mon May 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"8577","LORENZO MONTORO IGLESIAS","PIEDRA CALIZA NO. 727","COAHUILA","Thu Jul 10 1958 00:00:00 GMT-0600 (hora de verano central)","C-08576","51","50669.6","Wed Apr 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"8591","SILVIA RUIZ MOLINA","CDA DE MINAS NUM. 371","SINALOA","Wed Jul 26 1989 00:00:00 GMT-0600 (hora estándar central)","C-08590","51","145049.1","Wed Jun 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"8602","VICENTA RUBIO RODRÍGUEZ","AV. SAN PABLO XALPA MZNA 544","TLAXCALA","Tue Oct 21 1986 00:00:00 GMT-0600 (hora estándar central)","C-08601","153","1030.28","Mon Aug 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"8610","VICENTA PASCUAL MORA","PORTO ALEGRE NÚMERO 335","OAXACA","Wed Jul 28 1982 00:00:00 GMT-0600 (hora estándar central)","C-08609","146","141431.97","Mon Jan 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"8611","RUPERTO ROMÁN REY","CDA. APETLATIPAC NO. 385","CHIHUAHUA","Fri Feb 12 1982 00:00:00 GMT-0600 (hora estándar central)","C-08610","74","6213.82","Fri Apr 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"8612","NICODEMO ÁLVAREZ CAMBIL","ZEMPOALTEPETL MANZANA 216","GUERRERO","Wed Oct 04 1995 00:00:00 GMT-0600 (hora estándar central)","C-08611","126","1576.65","Fri Jan 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"8613","ALMUDENA CALVO IGLESIAS","ZARAGOZA MZNA 487","YUCATÁN","Mon Dec 18 1995 00:00:00 GMT-0600 (hora estándar central)","C-08612","20","25814.54","Tue Sep 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"8624","SEBASTIÁN SANTIAGO HERRERO","AV. LAS TORRES NO. 329","QUINTANA ROO","Tue Jan 15 1963 00:00:00 GMT-0600 (hora estándar central)","C-08623","25","116749.19","Sun Oct 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"8626","MELCHOR CALVO LORENZO","POLYUC NO. 324","JALISCO","Tue Dec 23 1986 00:00:00 GMT-0600 (hora estándar central)","C-08625","64","115737.97","Thu Feb 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"8629","JACINTO BLANCO GUTIÉRREZ","ARTEMISAS MANZANA 709","NAYARIT","Wed Oct 07 1987 00:00:00 GMT-0600 (hora estándar central)","C-08628","22","112149.5","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"8630","RAMÓN RODRÍGUEZ MORENO","PORTO ALEGRE MANZANA 48","CHIAPAS","Mon Jul 25 1960 00:00:00 GMT-0600 (hora de verano central)","C-08629","25","36534.11","Mon Jul 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"8646","RUFO SOLER DURÁN","NULL NO. 235","CDMX","Fri Sep 18 1981 00:00:00 GMT-0600 (hora estándar central)","C-08645","92","54178.8","Fri Sep 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"8647","RAMÓN CASTRO CORTÉS","PINO NÚMERO 93","TABASCO","Tue Jun 26 1973 00:00:00 GMT-0600 (hora estándar central)","C-08646","4","59985.94","Sun Jul 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"8650","GABRIEL ROMÁN MARTÍN","ANDADOR 2 DE COMPOSTELA NUM. 786","TLAXCALA","Sat Nov 07 1981 00:00:00 GMT-0600 (hora estándar central)","C-08649","16","15817.12","Tue Dec 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"8651","RITA CORTÉS GONZÁLEZ","NORTE 172 NUM. 214","CHIAPAS","Sat Nov 01 1975 00:00:00 GMT-0600 (hora estándar central)","C-08650","4","38011.84","Sun Apr 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"8655","RAFAEL MONTORO GONZÁLEZ","CIRCUITO PLAZA DE LA PAJA NUM. 420","PUEBLA","Fri Sep 25 1987 00:00:00 GMT-0600 (hora estándar central)","C-08654","92","60452.1","Wed Jul 31 2013 00:00:00 GMT-0500 (hora de verano central)"
"8658","ARÁNZAZU GUTIÉRREZ GÓMEZ","FRANCISCO VILLA MANZANA 261","OAXACA","Sun May 13 1962 00:00:00 GMT-0600 (hora de verano central)","C-08657","169","47675.45","Sun Jul 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"8659","VALERIANO HERRERA VEGA","SUR 67 MANZANA 39","GUERRERO","Mon Jun 10 1974 00:00:00 GMT-0600 (hora estándar central)","C-08658","89","100707.02","Tue Nov 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"8662","BELÉN IGLESIAS MONTERO","AV. SONORA NORTE MANZANA 401","CAMPECHE","Tue Apr 25 1961 00:00:00 GMT-0600 (hora de verano central)","C-08661","121","137543.89","Mon May 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"8666","FORTUNATO ALONSO SÁNCHEZ","PROVIDENCIA NÚMERO 312","TABASCO","Wed Sep 10 1975 00:00:00 GMT-0600 (hora estándar central)","C-08665","126","25185.18","Thu Aug 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"8668","HOMERO HERNÁNDEZ ORTEGA","FRESNOS NÚMERO 246","YUCATÁN","Sat May 21 1988 00:00:00 GMT-0600 (hora estándar central)","C-08667","125","129133.76","Thu Aug 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"8670","PRISCILA CANO FERNÁNDEZ","EJIDO MAGDALENA PETLACALCO NO. 297","VERACRUZ","Mon Apr 13 1981 00:00:00 GMT-0600 (hora estándar central)","C-08669","85","9333.96","Sun May 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"8684","ALICIA CASTRO RUIZ","VERIN NÚMERO 155","NAYARIT","Sat Sep 28 1985 00:00:00 GMT-0600 (hora estándar central)","C-08683","66","101187.65","Tue Sep 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"8686","JORGE HERRERA DÍEZ","AV. MORELOS SUR MZNA 544","TLAXCALA","Sun Jun 04 1972 00:00:00 GMT-0600 (hora estándar central)","C-08685","65","54228.64","Tue Dec 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"8690","HELIODORO SUÁREZ BLANCO","LAGO BOLSENA NÚMERO 425","NAYARIT","Tue May 26 1987 00:00:00 GMT-0600 (hora estándar central)","C-08689","148","56138.66","Thu Sep 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"8694","IRENEO PASTOR VIDAL","JORGE WASHINGTON MANZANA 468","JALISCO","Sun Aug 04 1957 00:00:00 GMT-0600 (hora de verano central)","C-08693","66","32472.15","Mon Oct 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"8696","SIXTO AGUILAR CABALLERO","LLUVIA MZNA 300","ZACATECAS","Sun Apr 11 1965 00:00:00 GMT-0600 (hora de verano central)","C-08695","85","14269.2","Tue Apr 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"8697","EDGAR DOMÍNGUEZ ARIAS","FELIPE ANGELES NÚMERO 588","SONORA","Thu Jan 14 1971 00:00:00 GMT-0600 (hora estándar central)","C-08696","70","122216.77","Mon Jul 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"8701","FIDEL REY ROMÁN","FRESNO MANZANA 526","PUEBLA","Sun Feb 06 1955 00:00:00 GMT-0600 (hora estándar central)","C-08700","85","122506.1","Sat May 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"8702","REINALDO CABRERA ALONSO","CHIAPANECAS NO. 564","NUEVO LEÓN","Thu Aug 19 1954 00:00:00 GMT-0600 (hora de verano central)","C-08701","51","123307.64","Mon Apr 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"8707","FÉLIX CABALLERO LEÓN","16 DE SEPTIEMBRE MANZANA 180","CHIHUAHUA","Sun Feb 10 1985 00:00:00 GMT-0600 (hora estándar central)","C-08706","152","61636.39","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"8716","ENRIQUE DELGADO GARRIDO","CERRO DE LA ESTRELLA NO. 759","COAHUILA","Wed Aug 03 1988 00:00:00 GMT-0600 (hora estándar central)","C-08715","16","85104.55","Sun Oct 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"8723","RAIMUNDO MOYA DÍAZ","AV. JOSE DEL PILAR NÚMERO 758","VERACRUZ","Sun Jun 20 1954 00:00:00 GMT-0600 (hora de verano central)","C-08722","70","114424.01","Mon Apr 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"8734","EVARISTO SÁNCHEZ MORALES","AV. RIO FRIO MANZANA 257","TLAXCALA","Sat Jan 28 1989 00:00:00 GMT-0600 (hora estándar central)","C-08733","141","25946.83","Mon Aug 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"8741","SEBASTIÁN JIMÉNEZ REY","CECILIO ROBELO NÚMERO 535","TAMAULIPAS","Sat Jun 15 1991 00:00:00 GMT-0600 (hora estándar central)","C-08740","64","127012.62","Mon Oct 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"8748","MOISÉS GIL MARÍN","TORRES QUINTERO MANZANA 355","PUEBLA","Tue Mar 10 1981 00:00:00 GMT-0600 (hora estándar central)","C-08747","23","99372.16","Sat Jul 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"8757","ALEJO GARCÍA HERRERO","PONIENTE 22 MZNA 205","BAJA CALIFORNIA","Mon Sep 18 1978 00:00:00 GMT-0600 (hora estándar central)","C-08756","16","37332.55","Sat Feb 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"8760","RENATO FERRER MARTÍN","HERIBERTO FRIAS NÚMERO 626","SAN LUIS POTOSÍ","Sat Oct 21 1978 00:00:00 GMT-0600 (hora estándar central)","C-08759","154","55351.59","Wed Jul 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"8763","CONRADO FUENTES SUÁREZ","AV. ZACAMULPA MANZANA 420","QUERÉTARO","Tue Jun 03 1986 00:00:00 GMT-0600 (hora estándar central)","C-08762","70","76945.14","Mon Oct 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"8764","MARIO PASCUAL MORALES","VALLE DE LOS TOLTECAS NUM. 228","SINALOA","Sun Jul 11 1976 00:00:00 GMT-0600 (hora estándar central)","C-08763","126","45466.19","Tue May 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"8766","JUVENAL HERRERA GALLEGO","EJIDO MAGDALENA PETLACALCO NUM. 487","TABASCO","Tue May 06 1986 00:00:00 GMT-0600 (hora estándar central)","C-08765","187","92419.2","Tue Feb 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"8774","RAIMUNDO MONTERO PÉREZ","ALMEJA NÚMERO 277","YUCATÁN","Wed Dec 05 1973 00:00:00 GMT-0600 (hora estándar central)","C-08773","153","147667.65","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"8785","MÍRIAM MORA PÉREZ","TECNICOS Y MANUALES NO. 436","YUCATÁN","Sat Aug 06 1988 00:00:00 GMT-0600 (hora estándar central)","C-08784","37","36246.65","Wed Dec 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"8786","RAMIRO RAMÍREZ GONZÁLEZ","PROL AHUEJOTES NÚMERO 346","JALISCO","Sun May 03 1964 00:00:00 GMT-0600 (hora de verano central)","C-08785","85","112805.43","Wed Feb 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"8792","ÁLVARO DELGADO ESTEBAN","VICENTE GUERRERO NÚMERO 500","VERACRUZ","Tue Jun 17 1969 00:00:00 GMT-0600 (hora de verano central)","C-08791","165","139267.03","Fri Apr 04 2014 00:00:00 GMT-0600 (hora estándar central)"
