"cuenta.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"C-08291","73","82053.29","Sat Oct 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08297","65","28570.46","Sun Jun 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08301","148","115807.91","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08305","165","104719.85","Fri May 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08309","121","113394.86","Thu Dec 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08314","125","99429.08","Mon Dec 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08317","37","54181.34","Mon Oct 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08321","34","128512.79","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08327","22","5072.68","Thu Feb 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08334","65","108222.72","Wed Jul 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08341","65","91069.71","Fri Sep 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08343","126","72647.96","Thu Feb 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08344","165","135984.35","Mon Oct 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08351","74","31331.93","Thu Apr 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08361","66","33026.91","Sun Jul 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08362","146","122322.36","Tue Aug 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08372","169","83056.53","Mon Nov 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08393","37","83102.48","Mon Oct 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08394","126","141071.48","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08399","101","48562.77","Wed Mar 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08403","25","96375.78","Tue Oct 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08405","20","21639.15","Mon Jul 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08411","26","116987.54","Mon Aug 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08412","74","43909.08","Mon Dec 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08413","64","77041.75","Tue Apr 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08414","85","55264.87","Fri Jan 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08416","187","147470.87","Sun Jun 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08420","16","45736.74","Sun May 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08424","73","57253.86","Tue Jul 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08426","153","50990.68","Mon Nov 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08430","68","72915.17","Wed Apr 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08431","153","99388.48","Fri May 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08434","73","104946.8","Thu Aug 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08440","85","81869.18","Sun Feb 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08441","65","123022.12","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08446","125","105295.31","Tue Nov 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08451","121","33327.69","Wed Apr 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08452","121","127108.12","Tue Jan 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08461","148","31609.98","Thu Mar 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08467","146","20658.58","Mon Dec 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08469","125","136197.91","Thu Jul 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08470","169","90488.98","Tue Sep 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08480","154","5181.26","Mon Oct 15 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08494","68","19332.81","Sat Dec 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08495","92","30701.55","Sat Sep 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08497","126","22278.07","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08507","64","99811.6","Fri Oct 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08512","4","58587.05","Fri Nov 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08513","85","30936.06","Tue Feb 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08518","85","51904.26","Tue Aug 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08523","25","137499.98","Sat May 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08530","68","38898.78","Sat Jan 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08532","20","138808.09","Thu May 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08533","187","124460.2","Thu Aug 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08536","37","31269.75","Wed Jan 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08537","154","50819.33","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08538","92","130579.52","Sun Jul 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08539","64","144202.4","Fri Nov 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08541","146","115015.34","Tue Oct 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08542","70","149985.92","Sat Jul 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08552","141","126465.68","Mon Feb 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08565","146","53727.9","Fri Jul 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08572","37","124888.38","Mon May 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08576","51","50669.6","Wed Apr 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08590","51","145049.1","Wed Jun 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08601","153","1030.28","Mon Aug 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08609","146","141431.97","Mon Jan 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08610","74","6213.82","Fri Apr 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08611","126","1576.65","Fri Jan 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08612","20","25814.54","Tue Sep 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08623","25","116749.19","Sun Oct 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08625","64","115737.97","Thu Feb 02 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08628","22","112149.5","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08629","25","36534.11","Mon Jul 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08645","92","54178.8","Fri Sep 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08646","4","59985.94","Sun Jul 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08649","16","15817.12","Tue Dec 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08650","4","38011.84","Sun Apr 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08654","92","60452.1","Wed Jul 31 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08657","169","47675.45","Sun Jul 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08658","89","100707.02","Tue Nov 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08661","121","137543.89","Mon May 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08665","126","25185.18","Thu Aug 22 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08667","125","129133.76","Thu Aug 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08669","85","9333.96","Sun May 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08683","66","101187.65","Tue Sep 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08685","65","54228.64","Tue Dec 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08689","148","56138.66","Thu Sep 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08693","66","32472.15","Mon Oct 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08695","85","14269.2","Tue Apr 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08696","70","122216.77","Mon Jul 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08700","85","122506.1","Sat May 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08701","51","123307.64","Mon Apr 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08706","152","61636.39","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08715","16","85104.55","Sun Oct 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08722","70","114424.01","Mon Apr 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08733","141","25946.83","Mon Aug 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08740","64","127012.62","Mon Oct 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08747","23","99372.16","Sat Jul 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08756","16","37332.55","Sat Feb 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08759","154","55351.59","Wed Jul 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08762","70","76945.14","Mon Oct 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08763","126","45466.19","Tue May 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08765","187","92419.2","Tue Feb 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08773","153","147667.65","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08784","37","36246.65","Wed Dec 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08785","85","112805.43","Wed Feb 20 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08791","165","139267.03","Fri Apr 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08797","16","14771.7","Thu Oct 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08798","25","34047.68","Mon Jun 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08799","148","26174.07","Sat Jul 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08802","165","33621.14","Fri Mar 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08803","101","15695.99","Wed Oct 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08809","148","103864.17","Wed Jan 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08813","64","31729.63","Tue Dec 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08815","22","139200.19","Sat Nov 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08828","165","136003.56","Sat May 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08834","165","150003.45","Sun Jun 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08844","22","144594.18","Sat Nov 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08857","70","141476.75","Sat Jan 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08858","34","56205.25","Fri Sep 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08860","148","22691.8","Wed Mar 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08861","125","57826.22","Wed Nov 13 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08864","146","119416.76","Thu Jan 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08865","52","115055.17","Mon Nov 12 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08875","121","116810.23","Fri Mar 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08878","22","105271.95","Sun Dec 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-08900","142","146094.67","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08905","165","114247.78","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08907","119","98927.32","Wed May 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08911","22","20627.42","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08913","52","9135.38","Sat Oct 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08915","119","140035.24","Tue Dec 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08920","165","66584.61","Tue Feb 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-08937","64","109837.79","Mon Sep 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08948","25","122356.5","Sat Jul 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08950","34","136394.47","Mon Jun 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08951","4","62597.73","Wed Oct 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08954","152","131280.05","Mon Aug 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-08956","20","50409.98","Fri Oct 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08960","146","123019.79","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08961","70","136455.17","Thu Sep 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08962","73","51758.54","Fri Sep 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-08964","70","9602.81","Mon Aug 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08965","101","19283.66","Sun Sep 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08979","154","119783.65","Fri Aug 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08981","23","118842.46","Mon Sep 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-08988","148","119782.41","Tue Jan 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08990","146","7728.45","Tue Dec 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08993","89","104385.46","Thu Dec 25 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-08999","141","103195.31","Tue Jan 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09010","119","134667.6","Tue Jul 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09017","26","75465.67","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09018","92","103571.2","Fri Jul 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09019","165","132102.17","Fri Jan 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09020","125","14414.59","Wed Oct 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09023","165","102428.88","Thu Jul 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09030","153","88000.69","Sun Nov 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09031","89","127075.26","Thu Aug 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09037","65","56685.58","Sun Mar 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09042","22","98063.63","Mon Jul 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09044","152","16047.38","Fri Jul 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09052","73","87107.57","Sat May 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09054","169","101348.53","Sat Jul 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09057","26","52185.5","Thu May 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09058","66","37168.96","Sun Jul 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09062","125","130983.41","Mon Dec 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09063","126","55459.78","Sun Nov 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09068","70","66395.95","Mon Jan 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09079","142","65849.04","Mon Jul 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09089","22","49577.34","Thu Mar 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09092","65","20497.07","Tue Jul 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09095","142","86250.41","Thu Sep 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09100","152","110229.9","Sun Jun 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09103","20","98679.85","Wed Nov 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09104","154","92845.61","Wed Apr 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09107","126","37753.04","Sun Aug 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09110","51","69464.73","Sat Oct 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09123","74","12048.32","Fri Feb 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09129","85","130540.78","Sat Apr 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09141","73","136432.73","Wed Jan 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09154","16","67590.95","Wed Aug 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09160","34","141388.92","Wed Feb 08 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09161","165","37095","Sat Nov 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09164","66","24062.02","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09166","16","127039.77","Fri Jan 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09171","165","67234.08","Sun Jul 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09179","68","131789.17","Thu Jul 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09193","92","62142.3","Tue Apr 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09199","142","100108.72","Wed Jan 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09213","153","98332.07","Mon Jun 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09219","141","77010.49","Thu Feb 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09220","68","48241.59","Sat Nov 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09226","165","38284.39","Tue May 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09242","101","123435.94","Mon Apr 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09252","125","119449.59","Wed Aug 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09255","73","5687.69","Tue May 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09260","125","51621.6","Wed Feb 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09261","148","77841.24","Thu Aug 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09268","25","52332.87","Mon Apr 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09280","187","75371.66","Mon Dec 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09284","25","149279.85","Sun Nov 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09288","142","104299.38","Fri Feb 21 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09297","141","95321.8","Fri Jan 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09300","154","92670.96","Wed Oct 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09301","52","38009.12","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09302","89","100533.84","Mon Aug 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09304","51","50134.75","Tue Oct 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09311","169","120940.76","Sun Sep 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09313","187","78602.1","Tue Aug 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09322","4","23346.69","Sat Aug 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09324","66","111664.53","Sat Sep 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09327","65","130535.87","Wed Aug 20 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09336","126","74926.42","Mon Sep 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09345","142","96446.55","Sun Dec 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09346","126","136594.41","Sun Mar 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09347","74","37032.73","Fri Dec 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09348","37","86996.46","Mon Nov 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09356","70","24198.09","Sat Mar 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09365","66","148262.28","Fri Apr 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09367","25","143586.86","Fri Jul 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09372","74","141853.8","Fri Aug 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09375","152","91294.57","Thu Dec 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09381","85","132369.06","Sat Dec 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09386","165","20184.41","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09405","101","105697.21","Fri Jan 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09406","165","47330.42","Mon Nov 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09410","23","63059.86","Fri May 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09414","74","118453.09","Fri Jun 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09416","148","150256.2","Mon Oct 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09418","141","11480.09","Sun Mar 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09432","52","62682.35","Wed Mar 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09433","37","106472.96","Fri Feb 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09436","22","75583.56","Thu Sep 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09438","89","96488.24","Mon Aug 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09443","142","24233.75","Thu Dec 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09444","146","147876.05","Tue Feb 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09445","125","68888.77","Tue Jan 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09455","22","60501.35","Tue Jun 05 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09459","16","66794.97","Thu Dec 26 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09460","23","27498.89","Wed Apr 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09462","70","123963.77","Mon Mar 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09466","126","7868.14","Fri Oct 03 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09481","125","61102.27","Fri Feb 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09484","22","79702.16","Fri Feb 24 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09494","153","56981.5","Tue May 21 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09499","16","78465.58","Sun Jan 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09503","146","99957.05","Sat Sep 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09508","68","46183.47","Thu Jun 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09514","64","90117.08","Thu Aug 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09518","64","132310.08","Mon Aug 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09526","20","139441.02","Sat Dec 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09540","121","119654.84","Fri Sep 28 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09548","52","50033.99","Wed Oct 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09554","68","39447.69","Fri Apr 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09565","125","106061.49","Sat Jul 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09568","23","112502.07","Wed Feb 22 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09571","141","80924.11","Mon Feb 13 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09573","101","12018.91","Fri Feb 03 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09586","187","117929.73","Fri Mar 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09588","165","66335.21","Mon Feb 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09591","51","107967.22","Thu Nov 14 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09596","25","13661.65","Tue Jan 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09604","153","92146.32","Sat Nov 09 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-09613","64","88690.57","Wed Jun 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09616","68","19192.28","Tue May 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09617","101","3511.34","Sat Dec 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09620","153","48717.81","Sun Jun 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09628","121","83307.81","Fri Sep 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09644","22","115866.28","Wed Feb 29 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09645","148","134262.34","Thu Apr 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09652","65","37156.2","Fri Jun 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09658","126","103552","Tue May 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09662","74","128950.56","Mon Aug 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09663","37","109577.81","Fri Aug 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09664","73","125973.12","Thu Aug 09 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09667","101","18985.99","Mon Sep 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-09678","37","13928.97","Mon Aug 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09681","89","94233.86","Mon Feb 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09687","70","101305.98","Mon May 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09688","141","124169.1","Sun Nov 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09690","141","71115.25","Thu Jul 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09691","126","32218.75","Wed Jun 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09693","26","44882.72","Fri Sep 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09695","25","21997.14","Thu Sep 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-09697","25","35229.31","Mon Apr 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09699","89","85026.77","Thu Sep 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09709","154","55380.39","Wed Jan 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09710","92","95480.23","Fri Nov 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-09716","153","33785.43","Sat Dec 01 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-09717","165","109604.95","Thu Jul 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-09720","187","5249.96","Thu May 03 2012 00:00:00 GMT-0500 (hora de verano central)"
